subject,latitude,longitude
Inspectional Services,42.3785,-71.0554
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.2996,-71.1021
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.353,-71.135
Parks & Recreation Department,42.3502,-71.1269
Parks & Recreation Department,42.3437,-71.1424
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.3554,-71.1657
Parks & Recreation Department,42.3541,-71.1332
Parks & Recreation Department,42.3641,-71.1292
Parks & Recreation Department,42.3392,-71.1507
Parks & Recreation Department,42.3835,-71.0694
Parks & Recreation Department,42.3764,-71.0596
Parks & Recreation Department,42.3771,-71.0653
Parks & Recreation Department,42.3782,-71.0689
Parks & Recreation Department,42.3779,-71.0688
Parks & Recreation Department,42.3779,-71.0688
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3153,-71.0865
Inspectional Services,42.3815,-71.0381
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3482,-71.0936
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.2926,-71.063
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.2574,-71.1263
Parks & Recreation Department,42.3126,-71.0587
Inspectional Services,42.3435,-71.1444
Inspectional Services,42.318,-71.0711
Inspectional Services,42.3082,-71.062
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3078,-71.1104
Inspectional Services,42.3061,-71.0608
Inspectional Services,42.2823,-71.06
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3275,-71.0774
Parks & Recreation Department,42.3421,-71.0828
Inspectional Services,42.3609,-71.0567
Inspectional Services,42.365,-71.0531
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.3543,-71.0664
Parks & Recreation Department,42.3559,-71.0657
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3476,-71.1378
Inspectional Services,42.2825,-71.097
Inspectional Services,42.3721,-71.0366
Inspectional Services,42.2787,-71.0832
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.2861,-71.1299
Inspectional Services,42.375,-71.0615
Inspectional Services,42.3353,-71.0834
Inspectional Services,42.3594,-71.1343
Inspectional Services,42.2888,-71.1146
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.2829,-71.0732
Parks & Recreation Department,42.3832,-71.05
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3195,-71.0804
Parks & Recreation Department,42.3681,-71.0387
Inspectional Services,42.3318,-71.1117
Parks & Recreation Department,42.3433,-71.0704
Parks & Recreation Department,42.3076,-71.0668
Parks & Recreation Department,42.3111,-71.0714
Inspectional Services,42.2837,-71.0819
Inspectional Services,42.3399,-71.0512
Inspectional Services,42.3017,-71.0831
Inspectional Services,42.3466,-71.1517
Inspectional Services,42.3211,-71.0623
Inspectional Services,42.3588,-71.0654
Inspectional Services,42.3464,-71.1507
Inspectional Services,42.3376,-71.1071
Inspectional Services,42.2371,-71.1265
Inspectional Services,42.2858,-71.0647
Parks & Recreation Department,42.3419,-71.053
Parks & Recreation Department,42.3419,-71.0949
Inspectional Services,42.3076,-71.0765
Inspectional Services,42.2602,-71.1588
Inspectional Services,42.3379,-71.0801
Inspectional Services,42.3621,-71.066
Inspectional Services,42.3381,-71.0804
Inspectional Services,42.3115,-71.0586
Inspectional Services,42.3882,-71.0091
Inspectional Services,42.3307,-71.0429
Inspectional Services,42.3365,-71.0278
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3227,-71.1034
Parks & Recreation Department,42.2894,-71.0615
Inspectional Services,42.3536,-71.0785
Inspectional Services,42.3338,-71.0369
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3502,-71.0415
Inspectional Services,42.3827,-71.0358
Inspectional Services,42.3502,-71.0513
Inspectional Services,42.3093,-71.0511
Inspectional Services,42.3486,-71.0841
Inspectional Services,42.3508,-71.109
Parks & Recreation Department,42.2676,-71.1276
Inspectional Services,42.3406,-71.0522
Parks & Recreation Department,42.2796,-71.0526
Inspectional Services,42.3036,-71.1301
Parks & Recreation Department,42.2921,-71.1292
Inspectional Services,42.3773,-71.039
Parks & Recreation Department,42.3824,-71.0678
Inspectional Services,42.3514,-71.0768
Inspectional Services,42.2638,-71.1027
Parks & Recreation Department,42.3107,-71.0963
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3657,-71.0617
Inspectional Services,42.3147,-71.0713
Inspectional Services,42.2867,-71.0406
Inspectional Services,42.3038,-71.0753
Parks & Recreation Department,42.2786,-71.1186
Inspectional Services,42.2885,-71.0907
Inspectional Services,42.2404,-71.1244
Inspectional Services,42.3193,-71.0724
Inspectional Services,42.3066,-71.1115
Inspectional Services,42.283,-71.1584
Inspectional Services,42.3243,-71.0589
Parks & Recreation Department,42.2879,-71.0456
Parks & Recreation Department,42.3347,-71.0741
Parks & Recreation Department,42.3436,-71.0797
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3422,-71.0847
Parks & Recreation Department,42.2643,-71.1274
Inspectional Services,42.3184,-71.0694
Inspectional Services,42.3359,-71.0497
Inspectional Services,42.3379,-71.0801
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3426,-71.1007
Inspectional Services,42.3381,-71.0798
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.32,-71.103
Inspectional Services,42.3512,-71.148
Parks & Recreation Department,42.2661,-71.1166
Inspectional Services,42.3563,-71.1429
Parks & Recreation Department,42.3714,-71.0324
Inspectional Services,42.3262,-71.101
Inspectional Services,42.3234,-71.1016
Parks & Recreation Department,42.3383,-71.0792
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3318,-71.0931
Inspectional Services,42.3596,-71.1466
Parks & Recreation Department,42.3219,-71.097
Inspectional Services,42.3139,-71.0963
Inspectional Services,42.3382,-71.0494
Inspectional Services,42.3641,-71.0519
Inspectional Services,42.3512,-71.0453
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3329,-71.0513
Inspectional Services,42.3664,-71.0358
Parks & Recreation Department,42.2875,-71.1303
Inspectional Services,42.3449,-71.0814
Inspectional Services,42.3156,-71.1176
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3332,-71.0481
Inspectional Services,42.3422,-71.0847
Inspectional Services,42.3415,-71.1543
Inspectional Services,42.3428,-71.0783
Inspectional Services,42.3781,-71.0581
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.2638,-71.1244
Parks & Recreation Department,42.3389,-71.0313
Inspectional Services,42.36,-71.1465
Inspectional Services,42.3618,-71.0531
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.2631,-71.0986
Parks & Recreation Department,42.3436,-71.0678
Parks & Recreation Department,42.3436,-71.0678
Inspectional Services,42.3618,-71.0584
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3559,-71.0657
Parks & Recreation Department,42.2901,-71.1236
Inspectional Services,42.2937,-71.1201
Inspectional Services,42.3149,-71.093
Inspectional Services,42.3369,-71.0859
Inspectional Services,42.2657,-71.1109
Inspectional Services,42.3365,-71.0278
Inspectional Services,42.2993,-71.0722
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.2877,-71.0502
Inspectional Services,42.3401,-71.1501
Inspectional Services,42.3207,-71.07
Inspectional Services,42.3446,-71.138
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3447,-71.1022
Parks & Recreation Department,42.3704,-71.031
Parks & Recreation Department,42.2861,-71.134
Inspectional Services,42.3342,-71.1105
Parks & Recreation Department,42.3598,-71.1241
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3243,-71.0589
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3112,-71.1147
Parks & Recreation Department,42.363,-71.0538
Parks & Recreation Department,42.3412,-71.0985
Parks & Recreation Department,42.3643,-71.1194
Parks & Recreation Department,42.3419,-71.0988
Inspectional Services,42.2857,-71.1555
Inspectional Services,42.3349,-71.072
Inspectional Services,42.3777,-71.0638
Inspectional Services,42.3445,-71.0697
Inspectional Services,42.2775,-71.0766
Parks & Recreation Department,42.3659,-71.0633
Inspectional Services,42.3797,-71.0327
Parks & Recreation Department,42.3278,-71.0915
Inspectional Services,42.3385,-71.0766
Inspectional Services,42.3421,-71.0835
Parks & Recreation Department,42.342,-71.0786
Inspectional Services,42.3536,-71.1389
Inspectional Services,42.3761,-71.0327
Parks & Recreation Department,42.3114,-71.093
Inspectional Services,42.3369,-71.0464
Parks & Recreation Department,42.3031,-71.0736
Inspectional Services,42.3348,-71.1076
Inspectional Services,42.3517,-71.0852
Parks & Recreation Department,42.2865,-71.1339
Inspectional Services,42.2827,-71.1599
Parks & Recreation Department,42.2534,-71.115
Inspectional Services,42.3088,-71.0691
Parks & Recreation Department,42.2906,-71.0665
Inspectional Services,42.366,-71.0582
Parks & Recreation Department,42.3014,-71.071
Inspectional Services,42.3491,-71.0683
Inspectional Services,42.2558,-71.123
Inspectional Services,42.2825,-71.0941
Inspectional Services,42.3333,-71.0315
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3744,-71.0403
Inspectional Services,42.2822,-71.0567
Inspectional Services,42.2809,-71.0838
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3329,-71.0425
Inspectional Services,42.3293,-71.0897
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.3807,-71.0582
Parks & Recreation Department,42.2874,-71.0927
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.2869,-71.049
Inspectional Services,42.3587,-71.0652
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3318,-71.0471
Inspectional Services,42.2831,-71.0639
Inspectional Services,42.304,-71.0672
Inspectional Services,42.3102,-71.0916
Inspectional Services,42.3278,-71.0672
Parks & Recreation Department,42.3186,-71.09
Parks & Recreation Department,42.2869,-71.1448
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.2645,-71.1276
Parks & Recreation Department,42.3187,-71.0534
Inspectional Services,42.3496,-71.0816
Inspectional Services,42.3315,-71.0993
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3166,-71.0469
Inspectional Services,42.3424,-71.0699
Inspectional Services,42.2978,-71.0565
Parks & Recreation Department,42.3469,-71.0718
Parks & Recreation Department,42.3394,-71.072
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3863,-71.0087
Inspectional Services,42.3647,-71.057
Parks & Recreation Department,42.2749,-71.0668
Parks & Recreation Department,42.3382,-71.0731
Parks & Recreation Department,42.3388,-71.0818
Parks & Recreation Department,42.3396,-71.0653
Parks & Recreation Department,42.2834,-71.0957
Inspectional Services,42.2826,-71.0605
Inspectional Services,42.2824,-71.0596
Inspectional Services,42.3486,-71.1571
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3635,-71.0545
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3592,-71.0579
Inspectional Services,42.27,-71.1725
Inspectional Services,42.2815,-71.1339
Inspectional Services,42.3716,-71.0416
Inspectional Services,42.3585,-71.0608
Inspectional Services,42.3077,-71.0586
Inspectional Services,42.3414,-71.0812
Inspectional Services,42.3217,-71.0753
Parks & Recreation Department,42.3825,-71.0193
Inspectional Services,42.3343,-71.101
Inspectional Services,42.3623,-71.0606
Inspectional Services,42.2839,-71.1111
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.2553,-71.1127
Inspectional Services,42.3451,-71.1478
Inspectional Services,42.3758,-71.033
Parks & Recreation Department,42.3869,-71.0068
Parks & Recreation Department,42.3883,-71.0019
Inspectional Services,42.3925,-71.0058
Parks & Recreation Department,42.3892,-70.9977
Inspectional Services,42.3313,-71.0406
Parks & Recreation Department,42.3775,-71.0337
Inspectional Services,42.3074,-71.059
Inspectional Services,42.3241,-71.1107
Inspectional Services,42.3293,-71.0897
Inspectional Services,42.3523,-71.0665
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3391,-71.0792
Inspectional Services,42.3386,-71.1507
Inspectional Services,42.3249,-71.0576
Inspectional Services,42.3429,-71.0868
Inspectional Services,42.318,-71.0816
Inspectional Services,42.2965,-71.0781
Parks & Recreation Department,42.3436,-71.0702
Inspectional Services,42.3664,-71.0358
Inspectional Services,42.2738,-71.1084
Parks & Recreation Department,42.3384,-71.0815
Inspectional Services,42.3714,-71.0413
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.2903,-71.0411
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3312,-71.1063
Inspectional Services,42.2846,-71.0795
Inspectional Services,42.2904,-71.1222
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.2647,-71.1202
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3465,-71.1446
Inspectional Services,42.3108,-71.0869
Inspectional Services,42.3261,-71.0858
Inspectional Services,42.295,-71.0849
Inspectional Services,42.3432,-71.0725
Inspectional Services,42.378,-71.0644
Inspectional Services,42.3298,-71.0975
Parks & Recreation Department,42.3438,-71.0755
Parks & Recreation Department,42.3336,-71.0245
Parks & Recreation Department,42.3604,-71.0481
Inspectional Services,42.267,-71.1187
Inspectional Services,42.3438,-71.0745
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.3786,-71.0492
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3466,-71.1017
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.292,-71.1176
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.2821,-71.0689
Inspectional Services,42.3185,-71.1121
Inspectional Services,42.3583,-71.0702
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.3383,-71.0784
Parks & Recreation Department,42.3383,-71.0784
Inspectional Services,42.3373,-71.0859
Parks & Recreation Department,42.2888,-71.1679
Parks & Recreation Department,42.2725,-71.0887
Parks & Recreation Department,42.2866,-71.1664
Inspectional Services,42.34,-71.0724
Parks & Recreation Department,42.2858,-71.1629
Inspectional Services,42.3509,-71.043
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.2855,-71.1625
Inspectional Services,42.3354,-71.0402
Parks & Recreation Department,42.291,-71.1566
Parks & Recreation Department,42.3841,-71.0155
Parks & Recreation Department,42.2814,-71.1161
Inspectional Services,42.2937,-71.1187
Inspectional Services,42.3456,-71.1041
Inspectional Services,42.3632,-71.1335
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.2788,-71.1411
Inspectional Services,42.3454,-71.1049
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3351,-71.0518
Parks & Recreation Department,42.3336,-71.0245
Inspectional Services,42.2439,-71.134
Inspectional Services,42.3755,-71.0347
Inspectional Services,42.3569,-71.0701
Parks & Recreation Department,42.2816,-71.116
Inspectional Services,42.3378,-71.0801
Inspectional Services,42.366,-71.0571
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3507,-71.0796
Inspectional Services,42.3148,-71.063
Parks & Recreation Department,42.2778,-71.15
Inspectional Services,42.3449,-71.1433
Parks & Recreation Department,42.2883,-71.0705
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3817,-71.071
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.2957,-71.0555
Inspectional Services,42.3436,-71.0894
Inspectional Services,42.2654,-71.1205
Parks & Recreation Department,42.3812,-71.0675
Parks & Recreation Department,42.3089,-71.1166
Inspectional Services,42.2494,-71.1319
Parks & Recreation Department,42.3453,-71.1533
Parks & Recreation Department,42.3517,-71.1245
Parks & Recreation Department,42.3496,-71.1315
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3407,-71.0753
Inspectional Services,42.3473,-71.0815
Inspectional Services,42.3167,-71.0582
Inspectional Services,42.3358,-71.0381
Inspectional Services,42.3665,-71.0346
Inspectional Services,42.3783,-71.039
Parks & Recreation Department,42.339,-71.1516
Parks & Recreation Department,42.3793,-71.066
Parks & Recreation Department,42.3791,-71.0691
Parks & Recreation Department,42.377,-71.0617
Parks & Recreation Department,42.3793,-71.059
Parks & Recreation Department,42.2866,-71.1285
Inspectional Services,42.3774,-71.0584
Inspectional Services,42.3385,-71.049
Inspectional Services,42.3793,-71.0316
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.2933,-71.1561
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.264,-71.1077
Inspectional Services,42.2809,-71.084
Parks & Recreation Department,42.3535,-71.0787
Parks & Recreation Department,42.3535,-71.0787
Parks & Recreation Department,42.3506,-71.0846
Parks & Recreation Department,42.3462,-71.0789
Parks & Recreation Department,42.3455,-71.0797
Inspectional Services,42.3664,-71.0358
Parks & Recreation Department,42.2948,-71.1414
Parks & Recreation Department,42.3382,-71.0731
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.3234,-71.1002
Inspectional Services,42.325,-71.0754
Inspectional Services,42.2698,-71.0996
Inspectional Services,42.3444,-71.1389
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3663,-71.0556
Parks & Recreation Department,42.2812,-71.1411
Parks & Recreation Department,42.3479,-71.0531
Inspectional Services,42.3014,-71.0651
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3206,-71.0566
Inspectional Services,42.3394,-71.0797
Inspectional Services,42.2787,-71.0832
Inspectional Services,42.3142,-71.0849
Inspectional Services,42.3034,-71.108
Inspectional Services,42.3634,-71.0558
Parks & Recreation Department,42.3049,-71.1309
Inspectional Services,42.329,-71.0837
Inspectional Services,42.3506,-71.0494
Parks & Recreation Department,42.3464,-71.0782
Inspectional Services,42.2823,-71.0551
Inspectional Services,42.3417,-71.1006
Inspectional Services,42.3105,-71.0986
Inspectional Services,42.2879,-71.1083
Inspectional Services,42.2736,-71.0932
Parks & Recreation Department,42.3429,-71.0798
Inspectional Services,42.3407,-71.0812
Inspectional Services,42.3254,-71.1
Inspectional Services,42.3223,-71.0773
Inspectional Services,42.3502,-71.0683
Inspectional Services,42.3575,-71.0558
Parks & Recreation Department,42.3698,-71.0377
Parks & Recreation Department,42.3525,-71.0843
Inspectional Services,42.2978,-71.0826
Inspectional Services,42.2711,-71.0905
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3272,-71.0907
Inspectional Services,42.353,-71.0774
Inspectional Services,42.3417,-71.1006
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3319,-71.0964
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.349,-71.0467
Inspectional Services,42.3499,-71.1572
Inspectional Services,42.2953,-71.1164
Inspectional Services,42.3097,-71.106
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.2711,-71.0905
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3172,-71.0913
Parks & Recreation Department,42.3472,-71.0912
Inspectional Services,42.2517,-71.1257
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3726,-71.0359
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.2945,-71.0529
Inspectional Services,42.2996,-71.1135
Inspectional Services,42.3167,-71.0546
Inspectional Services,42.2993,-71.0722
Inspectional Services,42.3406,-71.0803
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3397,-71.0491
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3389,-71.0313
Parks & Recreation Department,42.3166,-71.0598
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3446,-71.138
Inspectional Services,42.3473,-71.0815
Parks & Recreation Department,42.3315,-71.0401
Inspectional Services,42.3138,-71.0727
Inspectional Services,42.3294,-71.0975
Inspectional Services,42.3504,-71.0805
Inspectional Services,42.2889,-71.0466
Inspectional Services,42.2861,-71.1556
Inspectional Services,42.2998,-71.086
Inspectional Services,42.355,-71.062
Inspectional Services,42.3001,-71.0677
Inspectional Services,42.3369,-71.074
Inspectional Services,42.3475,-71.134
Inspectional Services,42.3698,-71.0386
Inspectional Services,42.3534,-71.062
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3734,-71.0402
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3474,-71.0913
Inspectional Services,42.3473,-71.0815
Inspectional Services,42.3176,-71.1157
Parks & Recreation Department,42.3114,-71.093
Parks & Recreation Department,42.308,-71.1001
Parks & Recreation Department,42.293,-71.0629
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3309,-71.0436
Parks & Recreation Department,42.3117,-71.0535
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3291,-71.0837
Parks & Recreation Department,42.3426,-71.0808
Inspectional Services,42.3482,-71.0936
Inspectional Services,42.3344,-71.099
Inspectional Services,42.3328,-71.1021
Parks & Recreation Department,42.3388,-71.0664
Inspectional Services,42.2371,-71.1265
Inspectional Services,42.3365,-71.0278
Inspectional Services,42.3303,-71.0564
Parks & Recreation Department,42.3873,-71.011
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3085,-71.0772
Inspectional Services,42.3044,-71.0564
Parks & Recreation Department,42.3532,-71.0599
Inspectional Services,42.3204,-71.0726
Parks & Recreation Department,42.2883,-71.0705
Inspectional Services,42.3013,-71.0777
Parks & Recreation Department,42.3263,-71.0528
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3276,-71.095
Inspectional Services,42.358,-71.1347
Inspectional Services,42.2583,-71.1193
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3384,-71.1479
Parks & Recreation Department,42.3076,-71.0668
Parks & Recreation Department,42.3111,-71.0714
Parks & Recreation Department,42.3111,-71.0714
Parks & Recreation Department,42.3169,-71.0608
Parks & Recreation Department,42.3169,-71.0608
Parks & Recreation Department,42.2722,-71.0689
Inspectional Services,42.2772,-71.095
Inspectional Services,42.2898,-71.0843
Inspectional Services,42.298,-71.0711
Inspectional Services,42.3458,-71.084
Inspectional Services,42.3825,-71.0366
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3139,-71.0743
Inspectional Services,42.3649,-71.0561
Parks & Recreation Department,42.2982,-71.0646
Parks & Recreation Department,42.347,-71.0728
Inspectional Services,42.3424,-71.0872
Inspectional Services,42.3054,-71.0711
Inspectional Services,42.3217,-71.0753
Inspectional Services,42.3496,-71.0656
Inspectional Services,42.3588,-71.066
Parks & Recreation Department,42.2849,-71.1409
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3632,-71.1335
Parks & Recreation Department,42.3555,-71.1612
Parks & Recreation Department,42.3082,-71.0503
Parks & Recreation Department,42.3174,-71.1007
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3665,-71.0346
Inspectional Services,42.3753,-71.0369
Parks & Recreation Department,42.3164,-71.0763
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3325,-71.0315
Inspectional Services,42.3817,-71.0138
Inspectional Services,42.2724,-71.0678
Inspectional Services,42.3502,-71.0415
Inspectional Services,42.3504,-71.0682
Parks & Recreation Department,42.3442,-71.0797
Inspectional Services,42.3456,-71.1041
Inspectional Services,42.36,-71.0665
Inspectional Services,42.3203,-71.0792
Parks & Recreation Department,42.3594,-71.0587
Inspectional Services,42.311,-71.087
Inspectional Services,42.381,-71.0256
Parks & Recreation Department,42.3376,-71.0319
Inspectional Services,42.3537,-71.0781
Parks & Recreation Department,42.3108,-71.0488
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3376,-71.0319
Inspectional Services,42.2885,-71.0654
Inspectional Services,42.3511,-71.0776
Inspectional Services,42.3355,-71.03
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3456,-71.1041
Parks & Recreation Department,42.2917,-71.1285
Inspectional Services,42.3123,-71.0736
Inspectional Services,42.2712,-71.0637
Inspectional Services,42.2737,-71.0857
Parks & Recreation Department,42.2453,-71.1253
Inspectional Services,42.3781,-71.0348
Parks & Recreation Department,42.2897,-71.125
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3332,-71.0823
Parks & Recreation Department,42.3432,-71.0701
Inspectional Services,42.2946,-71.0534
Inspectional Services,42.2811,-71.1432
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.354,-71.0696
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3181,-71.1257
Inspectional Services,42.3169,-71.1133
Inspectional Services,42.3309,-71.0525
Inspectional Services,42.3401,-71.0568
Inspectional Services,42.3492,-71.1397
Parks & Recreation Department,42.2874,-71.1353
Inspectional Services,42.345,-71.1427
Inspectional Services,42.3104,-71.0698
Inspectional Services,42.3799,-71.0618
Parks & Recreation Department,42.3008,-71.0524
Inspectional Services,42.3825,-71.0367
Parks & Recreation Department,42.3429,-71.071
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3425,-71.0865
Inspectional Services,42.3,-71.0767
Parks & Recreation Department,42.2741,-71.0969
Inspectional Services,42.281,-71.0841
Inspectional Services,42.3437,-71.1684
Inspectional Services,42.2496,-71.1323
Inspectional Services,42.359,-71.1465
Inspectional Services,42.2857,-71.0696
Inspectional Services,42.3796,-71.0705
Inspectional Services,42.3425,-71.1412
Inspectional Services,42.3518,-71.0474
Inspectional Services,42.2845,-71.0968
Inspectional Services,42.3365,-71.1507
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3386,-71.1562
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3628,-71.0598
Inspectional Services,42.3725,-71.0405
Inspectional Services,42.378,-71.0659
Inspectional Services,42.3635,-71.0561
Inspectional Services,42.3321,-71.0843
Inspectional Services,42.3378,-71.0548
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.2932,-71.1406
Parks & Recreation Department,42.334,-71.0868
Parks & Recreation Department,42.3128,-71.0934
Inspectional Services,42.3059,-71.1151
Inspectional Services,42.3139,-71.0743
Inspectional Services,42.3753,-71.0382
Inspectional Services,42.3506,-71.1323
Parks & Recreation Department,42.3532,-71.0599
Inspectional Services,42.3385,-71.049
Inspectional Services,42.3422,-71.0816
Inspectional Services,42.3786,-71.0625
Inspectional Services,42.3472,-71.0991
Inspectional Services,42.235,-71.1272
Inspectional Services,42.2714,-71.1043
Inspectional Services,42.3527,-71.1218
Parks & Recreation Department,42.3008,-71.0524
Inspectional Services,42.3487,-71.0834
Inspectional Services,42.3726,-71.0634
Inspectional Services,42.3107,-71.1149
Inspectional Services,42.3634,-71.0569
Parks & Recreation Department,42.3393,-71.0718
Inspectional Services,42.3817,-71.0138
Inspectional Services,42.2816,-71.0543
Inspectional Services,42.3272,-71.1024
Inspectional Services,42.3355,-71.0882
Inspectional Services,42.2931,-71.0898
Inspectional Services,42.2847,-71.0708
Inspectional Services,42.3138,-71.0775
Inspectional Services,42.3808,-71.0256
Inspectional Services,42.3533,-71.047
Inspectional Services,42.367,-71.0538
Inspectional Services,42.3568,-71.055
Inspectional Services,42.3261,-71.0734
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.3169,-71.054
Inspectional Services,42.2877,-71.0943
Inspectional Services,42.2939,-71.1187
Inspectional Services,42.3234,-71.1017
Inspectional Services,42.3427,-71.0751
Inspectional Services,42.2505,-71.1258
Parks & Recreation Department,42.3436,-71.0678
Inspectional Services,42.3501,-71.1413
Inspectional Services,42.2686,-71.1059
Inspectional Services,42.3532,-71.0825
Inspectional Services,42.3594,-71.0587
Parks & Recreation Department,42.3553,-71.1712
Parks & Recreation Department,42.3411,-71.1553
Parks & Recreation Department,42.3594,-71.0587
Parks & Recreation Department,42.3509,-71.1292
